Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX02,OUT017,3228.3916
FDQ58,OUT027,3801.9414
FDT51,OUT046,1730.7443
FDD59,OUT049,759.03723
NCM42,OUT018,1136.4359
FDA57,OUT018,301.9359
FDZ48,OUT035,1531.4061
FDE46,OUT045,1773.8281
NCZ30,OUT019,33.29
FDB56,OUT017,3305.9658
FDA25,OUT027,2849.7244
FDD20,OUT013,1766.4424
FDL25,OUT013,1011.9472
NCO18,OUT049,2714.0562
FDJ45,OUT017,90.248535
FDR12,OUT035,3570.1328
NCF19,OUT010,33.29
FDK25,OUT046,2525.1653
NCR17,OUT046,1468.2863
FDC52,OUT046,2263.8933
NCA54,OUT017,2596.5742
FDR45,OUT010,502.84134
NCM19,OUT049,1545.2012
FDF39,OUT027,6423.9
FDX23,OUT049,1366.369
FDD58,OUT027,2439.6746
FDX28,OUT013,1592.4547
NCD31,OUT013,2437.7126
FDU57,OUT018,2162.2651
FDI27,OUT046,476.19443
NCM42,OUT046,1210.7489
FDD32,OUT027,2159.8909
FDI34,OUT013,3543.2751
NCM29,OUT049,1828.455
FDG46,OUT018,1549.0515
DRC01,OUT010,33.29
FDB15,OUT027,6351.2256
NCA17,OUT027,3523.1646
FDF10,OUT046,2282.7695
FDR26,OUT027,4330.004
FDI02,OUT049,1638.889
NCM54,OUT010,33.29
FDF14,OUT013,2484.8872
FDJ33,OUT010,33.29
FDM20,OUT035,4115.368
FDC03,OUT027,4786.361
NCX05,OUT046,1419.8337
NCM41,OUT027,2083.9666
NCU29,OUT010,33.29
FDQ59,OUT017,1470.6885
FDH46,OUT010,33.29
FDH09,OUT013,764.5576
NCD06,OUT045,522.7608
FDC15,OUT035,2043.8134
DRD37,OUT027,1113.074
FDT28,OUT027,3981.3413
FDR28,OUT027,4319.973
FDT38,OUT017,928.3368
FDV34,OUT027,1714.2205
FDY52,OUT035,987.8368
FDB34,OUT013,1250.1738
DRL23,OUT018,1046.1891
DRB24,OUT046,1492.7319
FDJ50,OUT046,485.5019
FDQ49,OUT035,2805.9375
FDP20,OUT035,2107.5847
FDV19,OUT027,4315.7183
NCR54,OUT045,2559.4863
FDO09,OUT010,1469.511
FDS57,OUT018,1855.0992
FDN10,OUT049,1682.044
FDV23,OUT049,1615.8925
FDY28,OUT049,3387.2703
DRG51,OUT013,2335.3643
FDD45,OUT019,33.29
NCL18,OUT027,4425.699
NCM29,OUT013,1533.6626
FDF17,OUT027,4958.4473
FDE22,OUT017,2473.0454
FDQ22,OUT017,199.70149
FDS01,OUT013,2946.0676
FDW35,OUT027,1080.5776
FDJ33,OUT046,1971.4153
NCF54,OUT035,2545.4763
FDE09,OUT013,1594.9912
NCE06,OUT045,2190.6846
DRH49,OUT049,1001.7786
FDY43,OUT045,2288.1648
NCT05,OUT017,3744.6956
FDZ34,OUT045,2574.0603
FDL38,OUT017,1497.8362
FDZ31,OUT017,3273.169
FDR14,OUT035,543.62354
NCN54,OUT049,1115.2213
NCC42,OUT027,3250.2637
FDK08,OUT017,1761.4443
FDP59,OUT013,1355.5417
FDV22,OUT035,2406.5474
FDD33,OUT035,3877.1482
DRE60,OUT027,5528.492
FDK52,OUT046,3041.606
FDA02,OUT017,2357.5254
FDM56,OUT049,1451.321
FDE57,OUT035,2549.708
FDM32,OUT045,1097.5504
NCQ30,OUT027,2772.3943
FDQ27,OUT027,2811.6038
FDT60,OUT027,3037.3994
FDU43,OUT049,3936.08
NCO55,OUT035,1451.6364
FDG02,OUT045,2836.844
FDJ28,OUT013,3149.4517
FDP40,OUT045,1827.023
FDJ38,OUT045,2963.698
NCC54,OUT017,3221.2175
NCZ41,OUT046,1616.3013
FDK38,OUT019,33.29
FDU52,OUT013,2536.4314
FDC40,OUT046,908.6809
NCR30,OUT017,925.2737
NCN18,OUT017,1417.2827
FDB50,OUT035,1159.7079
FDG04,OUT013,3093.4421
FDR26,OUT035,2429.49
NCT17,OUT018,2562.6523
FDX35,OUT027,4756.9834
FDS12,OUT046,1877.0775
NCZ29,OUT027,2874.0154
FDB38,OUT010,75.196976
FDP12,OUT013,438.00446
FDP22,OUT046,992.40076
FDS26,OUT018,3662.2568
FDR52,OUT046,3162.991
DRJ13,OUT046,1584.8691
FDU48,OUT027,3131.5547
FDE29,OUT035,907.3117
NCT29,OUT049,1660.1189
DRK37,OUT018,2584.0488
FDK55,OUT046,1034.2897
FDR07,OUT046,1068.9225
FDO21,OUT027,5332.5903
FDK46,OUT049,4124.719
FDB12,OUT045,1728.675
FDT31,OUT027,5317.323
FDJ33,OUT045,1850.7561
FDC26,OUT027,3106.6448
NCQ02,OUT045,2460.4424
FDP08,OUT010,568.0157
FDB11,OUT027,5415.829
FDV55,OUT013,2173.7412
FDW20,OUT049,1605.9094
NCJ18,OUT019,33.29
FDC41,OUT018,996.82495
FDE14,OUT027,2765.9666
FDG35,OUT013,2552.4465
FDF45,OUT035,1352.877
FDS19,OUT027,2088.5273
FDS58,OUT019,33.29
FDA26,OUT017,3713.9106
FDM32,OUT049,1053.4421
FDL45,OUT046,1697.7784
FDZ55,OUT049,2346.361
FDY37,OUT049,2200.9875
FDO46,OUT046,2826.2378
FDQ60,OUT046,2125.727
FDA19,OUT018,1778.8152
FDL15,OUT046,1907.4327
FDM10,OUT018,2744.1624
NCL05,OUT017,200.14537
DRK49,OUT010,33.29
NCE18,OUT027,5454.6333
FDG40,OUT049,33.29
DRI59,OUT045,3012.1624
FDK28,OUT035,4329.2505
NCD06,OUT019,33.29
FDO11,OUT019,33.29
FDK27,OUT046,1446.631
FDT43,OUT027,1393.0027
FDD38,OUT018,1297.0905
FDA16,OUT049,3207.8684
FDL14,OUT027,4085.107
NCM17,OUT049,529.0771
FDD20,OUT045,1671.5588
FDA40,OUT045,1219.0219
FDL43,OUT045,922.19946
FDV15,OUT045,1354.9027
FDE52,OUT046,1220.4008
NCL17,OUT010,33.29
NCJ31,OUT045,3186.4265
FDR60,OUT045,1085.8713
NCA18,OUT035,1750.3853
FDS21,OUT027,1415.1295
FDW09,OUT035,1412.2123
FDL26,OUT035,2620.072
FDS47,OUT018,1079.4023
FDC39,OUT046,2400.5583
FDT51,OUT035,2038.8855
FDK40,OUT035,4489.998
NCG19,OUT045,3050.4155
FDZ07,OUT046,877.79114
FDF08,OUT027,2374.6914
FDO04,OUT013,604.3371
FDK41,OUT018,1144.8577
FDP15,OUT049,3720.356
NCD43,OUT018,1136.6274
NCP18,OUT013,2215.4207
FDZ51,OUT046,1477.72
DRH13,OUT035,1514.5199
FDF38,OUT045,571.11237
NCI43,OUT045,497.27206
FDM38,OUT027,1565.0446
FDS03,OUT013,1083.3512
DRJ47,OUT017,2335.1387
FDT50,OUT010,33.29
FDV02,OUT046,1856.4678
NCG18,OUT017,1374.9661
FDW52,OUT046,2778.2732
FDS40,OUT035,428.20328
FDN31,OUT017,2935.6755
FDA37,OUT045,1904.2441
FDA15,OUT046,2982.6777
FDL39,OUT046,2656.278
FDJ53,OUT045,1645.5409
FDX22,OUT013,3258.9053
NCZ42,OUT045,3044.4907
FDD56,OUT027,4771.2563
FDD40,OUT017,3068.8696
FDS50,OUT013,3345.0515
NCN14,OUT013,2981.8774
FDT15,OUT013,2899.468
NCS18,OUT027,2447.3267
NCO26,OUT010,33.29
FDF58,OUT018,587.3947
NCB19,OUT013,1226.0334
FDH26,OUT017,2435.35
DRB24,OUT027,3707.1726
FDA49,OUT018,979.8634
FDB32,OUT045,1193.5044
FDI36,OUT017,3020.2131
NCA17,OUT010,307.1432
FDH22,OUT013,1986.1217
NCM26,OUT018,2115.4097
FDT15,OUT027,4859.5527
FDB16,OUT018,1141.3977
NCP54,OUT027,2816.3079
FDJ36,OUT013,1507.1494
FDO28,OUT045,1474.6284
FDU09,OUT013,898.8643
FDF29,OUT017,2230.5706
FDY08,OUT013,2016.5933
DRJ59,OUT018,184.47525
FDT23,OUT027,1640.3197
FDU15,OUT018,577.9446
FDT47,OUT013,1271.8096
FDI53,OUT019,33.29
FDR59,OUT018,3543.1404
FDD53,OUT035,487.76575
FDY51,OUT017,3157.9907
FDT04,OUT049,33.29
FDU51,OUT049,2870.5183
FDG14,OUT035,2603.8481
NCU06,OUT045,3008.3508
DRG25,OUT046,1938.5535
DRH49,OUT035,1345.0374
FDN15,OUT035,2165.386
FDL43,OUT018,1004.3563
NCT18,OUT049,2731.9329
NCB31,OUT013,4178.5522
FDK57,OUT035,1882.3231
FDY04,OUT019,33.29
NCP54,OUT046,1400.4109
FDF41,OUT013,4045.1375
FDM01,OUT045,1225.4431
FDW03,OUT045,1419.0452
FDF28,OUT045,1670.254
FDY37,OUT017,2449.7476
FDQ03,OUT017,3711.7605
FDP51,OUT027,3196.3542
FDJ40,OUT017,1902.5734
FDC32,OUT049,1191.1415
DRI49,OUT027,1897.2024
NCW54,OUT017,574.81573
FDF09,OUT017,385.8725
FDP45,OUT018,3341.958
DRJ23,OUT018,2074.3303
FDS59,OUT017,1858.923
FDY08,OUT046,2039.951
FDX16,OUT049,2061.1235
FDY16,OUT018,2382.279
FDK32,OUT035,2835.2463
FDQ22,OUT013,403.60965
NCC31,OUT018,1739.79
FDG58,OUT049,2496.956
DRF48,OUT013,3068.7634
DRH36,OUT049,869.25214
NCR30,OUT035,1102.5779
FDB03,OUT019,33.29
FDZ28,OUT027,3402.67
FDR35,OUT017,2731.8157
DRD15,OUT027,5630.1084
FDJ33,OUT019,33.29
FDA56,OUT010,33.29
FDP56,OUT046,369.7622
NCT30,OUT046,492.26556
FDK15,OUT017,1240.3097
FDH44,OUT018,1898.2916
FDV01,OUT013,2229.8574
DRG03,OUT017,2069.5193
FDG50,OUT027,2306.8818
FDR16,OUT010,70.39693
FDZ60,OUT046,1296.6545
DRG03,OUT045,1972.6488
FDS56,OUT018,3450.3054
FDU33,OUT045,708.52716
DRD27,OUT035,1192.6803
FDW22,OUT046,3251.9216
DRA24,OUT045,2058.9922
FDF38,OUT049,395.75504
FDX48,OUT013,2352.4917
FDS58,OUT018,2235.4946
FDC32,OUT046,987.8114
NCQ29,OUT045,3513.0178
DRK39,OUT018,1130.1941
NCS38,OUT017,1481.1353
DRO47,OUT013,1456.5865
DRG27,OUT027,787.5931
FDC57,OUT027,5148.6455
FDS55,OUT046,1854.218
NCJ06,OUT018,1495.6006
FDO01,OUT019,33.29
NCM55,OUT045,2520.0325
FDC52,OUT049,2258.9102
FDQ15,OUT045,789.60583
NCT30,OUT027,1106.0962
NCR42,OUT027,766.47266
FDD28,OUT035,854.3923
FDQ34,OUT049,1638.9713
FDZ12,OUT027,3564.2725
DRE13,OUT019,33.29
NCN07,OUT019,33.29
FDM28,OUT035,3106.435
FDI10,OUT017,2686.5422
FDQ25,OUT013,2572.4084
FDA38,OUT010,353.86624
DRI13,OUT049,3345.495
FDY20,OUT027,2424.4797
NCZ53,OUT035,3102.7673
NCM31,OUT013,2440.2207
DRB01,OUT017,2837.6025
DRF37,OUT046,3045.214
NCF42,OUT049,2461.0557
FDF16,OUT018,2091.9475
FDB41,OUT013,605.4174
FDR34,OUT013,3639.8013
FDR15,OUT018,2351.502
NCV42,OUT019,33.29
FDW51,OUT035,3063.376
FDU36,OUT017,1400.7327
FDX60,OUT049,984.34406
FDY03,OUT035,1944.5472
FDW55,OUT045,3813.7014
FDT01,OUT010,536.1164
FDG58,OUT013,2483.7808
FDK21,OUT017,3836.7915
NCS41,OUT019,33.29
FDS10,OUT045,2166.5095
NCT53,OUT046,2336.9138
FDJ28,OUT018,2563.3303
FDX44,OUT045,1154.7925
FDT20,OUT018,235.40501
FDO44,OUT017,1645.1655
NCX17,OUT049,3214.571
FDY01,OUT017,1975.211
FDJ12,OUT027,5366.6353
DRK35,OUT018,174.17249
FDD47,OUT019,33.29
NCM53,OUT035,1642.1459
FDO45,OUT013,1461.6687
NCM42,OUT010,33.29
FDE04,OUT046,3129.1929
NCI30,OUT027,5388.2627
FDZ19,OUT013,2921.5425
FDW57,OUT013,2764.666
FDA25,OUT013,1478.9886
FDT22,OUT046,758.5004
FDP51,OUT013,1827.5392
FDD48,OUT027,2706.28
FDY39,OUT035,2803.8083
FDO48,OUT010,285.85352
FDD23,OUT027,3975.378
DRN35,OUT027,962.60547
FDT01,OUT035,3535.088
FDC20,OUT010,33.29
DRJ35,OUT035,946.262
FDB32,OUT046,1068.2379
FDL24,OUT046,3007.8696
NCV42,OUT035,1712.919
FDZ46,OUT046,1383.2179
FDC15,OUT013,1979.3059
FDD08,OUT019,33.29
FDY50,OUT049,1009.8823
FDD36,OUT013,1755.7986
FDG57,OUT027,1414.951
FDL21,OUT018,521.6933
FDN16,OUT027,2785.406
FDJ09,OUT027,964.8847
FDS01,OUT010,33.29
FDV33,OUT017,3955.7246
DRE12,OUT017,1527.8065
FDR07,OUT013,1296.1608
FDP48,OUT010,33.29
NCB55,OUT035,823.851
FDQ08,OUT013,751.1859
FDR34,OUT035,3452.9634
FDO33,OUT046,1473.0421
FDP13,OUT045,553.43414
FDX12,OUT049,4296.5444
NCT06,OUT049,2470.321
FDR16,OUT019,33.29
FDE36,OUT046,2829.5889
FDZ36,OUT049,3665.7764
FDV13,OUT045,1139.4271
NCZ17,OUT035,598.75995
FDU56,OUT045,2504.8958
FDM09,OUT035,2406.0332
FDV02,OUT017,2373.7632
FDS34,OUT018,1604.139
FDA11,OUT049,1321.9486
FDP09,OUT017,3142.6243
FDB29,OUT027,3102.2502
FDT19,OUT017,3006.4072
DRH15,OUT017,391.76855
FDY38,OUT046,3255.1782
FDF14,OUT027,3955.5234
FDN48,OUT010,33.29
FDQ12,OUT013,3828.8035
NCJ43,OUT045,2340.2478
FDE17,OUT019,33.29
FDB05,OUT035,4180.264
FDH10,OUT045,2290.505
NCR06,OUT017,352.52274
FDU32,OUT018,1605.948
FDD56,OUT049,2943.0845
FDO36,OUT018,2469.9514
FDH16,OUT010,33.29
FDX10,OUT018,522.651
FDZ37,OUT017,1521.1255
FDU31,OUT010,200.94795
DRC49,OUT049,2146.9314
FDL15,OUT045,1711.1298
FDN32,OUT019,33.29
DRH59,OUT027,1764.8108
NCU29,OUT049,2147.232
FDR37,OUT019,33.29
FDS14,OUT018,2206.5286
FDU02,OUT027,5603.788
FDJ08,OUT035,3315.5366
NCZ06,OUT045,3307.1387
FDO31,OUT049,1351.9078
FDH31,OUT018,1588.032
FDS58,OUT017,2541.3525
NCA53,OUT027,1129.4574
FDF50,OUT046,2667.3267
NCW42,OUT049,3214.0305
NCQ17,OUT045,1962.71
FDK51,OUT018,3699.8945
NCW41,OUT010,285.40692
NCR29,OUT017,630.72766
FDB08,OUT019,33.29
FDA40,OUT027,2375.1597
FDL14,OUT018,2085.5894
FDB47,OUT046,2716.1113
FDO03,OUT035,3379.2551
DRK13,OUT019,33.29
FDX13,OUT010,484.00742
FDF52,OUT046,2386.8782
FDT11,OUT013,2802.6296
FDB08,OUT013,2625.163
FDQ28,OUT018,1992.0724
FDD29,OUT045,3892.033
NCQ29,OUT027,6035.146
NCO02,OUT013,761.368
FDR56,OUT010,326.99966
NCM54,OUT049,1836.8701
FDP51,OUT035,1988.4088
FDT38,OUT013,790.65375
FDZ20,OUT018,3794.4312
FDJ53,OUT013,1839.8854
FDX13,OUT049,3702.5996
FDP58,OUT035,3322.319
NCK31,OUT019,33.29
FDA35,OUT018,1784.1674
FDV37,OUT018,2658.089
NCO07,OUT027,5126.477
FDA20,OUT045,2706.39
FDZ59,OUT035,3525.2292
NCY17,OUT017,180.89326
FDQ28,OUT035,2748.9043
FDV35,OUT017,1886.8895
FDQ36,OUT013,525.9117
FDD34,OUT018,2003.3064
FDK51,OUT045,3673.0752
FDV31,OUT035,3078.1377
FDR04,OUT035,1588.6538
FDR14,OUT049,222.92017
DRC36,OUT010,33.29
FDE39,OUT019,33.29
FDP57,OUT049,1275.9717
FDE57,OUT046,1765.2697
NCN18,OUT046,1283.6213
NCQ05,OUT018,1978.2295
FDW47,OUT035,1991.7168
FDV46,OUT035,2218.2087
NCP29,OUT045,544.88434
FDE09,OUT018,1411.8546
NCU06,OUT027,5072.8047
FDT19,OUT010,33.29
DRF15,OUT017,2027.2788
DRI51,OUT013,2307.5564
NCX54,OUT013,1496.3696
DRE01,OUT013,4085.1777
NCB07,OUT045,2547.7231
FDU50,OUT035,1903.1202
FDG40,OUT035,400.5663
FDW10,OUT018,2325.8618
FDX51,OUT013,3049.129
NCP17,OUT045,338.46182
FDP21,OUT035,2730.7695
FDL04,OUT045,1397.8715
FDV23,OUT013,1492.6721
FDF24,OUT046,1370.4888
FDH56,OUT027,3070.2961
FDB51,OUT049,492.01736
FDI58,OUT027,2238.111
FDR20,OUT013,593.86835
FDC51,OUT018,1463.5734
FDB16,OUT027,1925.8832
FDE40,OUT049,393.57755
NCM17,OUT035,833.1019
FDU56,OUT035,3126.8022
FDS32,OUT019,33.29
FDX02,OUT049,2904.5247
FDT39,OUT027,4061.981
FDE35,OUT017,1107.22
NCI42,OUT019,33.29
DRL23,OUT046,1029.6
FDA10,OUT046,1618.3718
FDA11,OUT013,1493.558
NCM06,OUT046,1765.4934
NCT05,OUT035,4147.53
NCQ02,OUT010,195.64877
NCY06,OUT049,1935.174
FDY56,OUT035,3917.3035
FDL02,OUT035,2142.1775
NCI06,OUT035,2635.5151
FDQ14,OUT045,1970.3325
FDQ12,OUT017,3409.231
FDP36,OUT046,811.77136
FDK21,OUT027,6034.283
FDO40,OUT045,2151.7441
NCK54,OUT019,33.29
FDY09,OUT018,2256.5796
NCW30,OUT049,4073.0337
NCC55,OUT027,826.8757
FDE58,OUT018,1494.6777
FDR39,OUT013,2861.7007
FDU28,OUT049,2927.39
FDH08,OUT017,3592.727
FDG35,OUT045,2439.017
FDG22,OUT049,299.819
FDC34,OUT035,2138.6165
FDP15,OUT018,3808.6194
FDK34,OUT010,588.7813
FDU45,OUT035,1867.5474
FDQ04,OUT027,1142.9846
FDX22,OUT018,2870.9968
FDB45,OUT017,1529.0977
NCH43,OUT027,4843.34
DRE60,OUT046,2458.2356
FDD17,OUT027,5737.3257
NCM54,OUT017,1748.91
NCH55,OUT013,1820.5417
NCT06,OUT017,2347.897
FDA48,OUT027,5575.9795
FDY58,OUT027,5610.353
FDO25,OUT045,3154.9778
FDN50,OUT045,1251.5977
FDH35,OUT035,2725.5176
FDK09,OUT045,2959.4895
FDO16,OUT013,1186.2258
FDW11,OUT045,644.6532
FDU47,OUT027,3092.0806
NCQ42,OUT010,33.29
FDK55,OUT027,2507.6196
FDN08,OUT049,1939.6681
FDT57,OUT045,3037.6367
FDJ12,OUT018,3112.16
DRL59,OUT017,606.70355
NCN53,OUT046,134.22292
FDO51,OUT010,33.29
FDK56,OUT017,2908.1052
FDY12,OUT035,910.40186
FDU15,OUT035,728.1437
FDQ19,OUT046,3675.9707
DRF15,OUT045,1949.0966
DRE25,OUT019,33.29
FDK57,OUT018,1467.6727
FDD33,OUT010,487.4694
FDR34,OUT027,5409.3022
FDU04,OUT045,1520.9125
FDE35,OUT019,33.29
NCD31,OUT035,2444.3152
FDJ56,OUT035,1775.2446
NCU53,OUT046,2334.432
FDD39,OUT035,3195.4026
NCU17,OUT019,33.29
FDJ20,OUT046,1851.4824
NCW41,OUT018,2073.99
FDL52,OUT035,1042.492
FDS39,OUT035,2456.9944
DRJ47,OUT045,2364.8186
FDP13,OUT010,33.29
DRK39,OUT010,33.29
FDF28,OUT010,33.29
FDB09,OUT045,1634.9508
FDM51,OUT046,1572.7924
DRM49,OUT018,578.4265
DRF23,OUT013,2858.25
DRH01,OUT035,2842.0752
FDH12,OUT027,2623.6206
FDA28,OUT019,33.29
FDW37,OUT018,1156.364
FDF02,OUT046,1281.8617
DRL37,OUT046,33.29
NCF43,OUT046,1607.9127
FDH08,OUT010,242.14914
FDR34,OUT019,33.29
NCK19,OUT049,2906.3943
NCD55,OUT018,416.66238
FDT27,OUT049,3841.1113
FDQ57,OUT045,1907.537
FDA47,OUT035,3456.5498
DRG15,OUT027,1323.5269
FDE05,OUT018,1875.5583
FDN46,OUT046,1672.0607
FDX27,OUT027,2078.9587
FDT51,OUT045,1363.1284
FDU33,OUT013,760.597
FDJ16,OUT027,1758.7052
FDD20,OUT019,33.29
FDT36,OUT049,98.54596
DRF15,OUT027,3662.3337
FDN52,OUT010,33.29
FDC22,OUT027,4544.9326
FDX15,OUT045,1966.3528
FDT13,OUT013,3005.1538
FDU04,OUT017,1946.0178
FDU31,OUT019,33.29
FDW59,OUT027,2227.367
NCO29,OUT046,2292.5151
FDL15,OUT035,2319.5332
FDI41,OUT049,2241.4338
FDQ48,OUT049,1733.1345
DRI39,OUT013,333.10507
FDI08,OUT013,4051.8564
FDC21,OUT049,1897.7695
FDF58,OUT035,924.68634
FDS08,OUT010,33.29
FDE47,OUT045,1483.8901
NCP18,OUT019,33.29
NCR41,OUT013,998.89124
FDA27,OUT013,3809.6719
FDA43,OUT035,3340.97
FDA49,OUT045,1120.5568
NCE55,OUT018,2004.7014
DRM49,OUT027,1364.4701
FDF22,OUT027,5294.36
FDQ15,OUT018,1458.4972
NCS54,OUT017,2541.2124
NCY05,OUT013,33.29
FDR45,OUT046,3135.3887
FDK57,OUT049,1845.6777
FDF41,OUT010,542.9048
FDV21,OUT046,1672.5769
FDD51,OUT046,69.44769
FDF33,OUT046,1310.2445
FDA38,OUT046,2873.3435
FDR56,OUT045,3063.733
NCN41,OUT017,1457.4888
FDC60,OUT027,2443.915
FDB47,OUT045,2811.7053
DRH01,OUT013,2853.616
FDW08,OUT046,1119.8158
FDF38,OUT027,1144.6714
FDY32,OUT017,2502.5962
FDG34,OUT049,1651.0712
FDG47,OUT019,33.29
NCF18,OUT035,2743.0754
FDL39,OUT019,33.29
NCH55,OUT035,1949.0546
DRJ35,OUT049,654.1922
FDS44,OUT035,4028.4446
DRE01,OUT018,3461.6865
FDY39,OUT013,2774.5332
FDY32,OUT018,2312.5493
FDR33,OUT027,2710.593
NCP50,OUT049,922.6591
FDZ47,OUT018,1310.6713
FDU57,OUT049,2471.962
FDY44,OUT013,3008.4548
DRH59,OUT018,622.1372
FDB03,OUT027,5893.7905
FDY46,OUT045,2244.9094
FDM39,OUT045,2389.1064
FDY36,OUT035,997.5952
NCM55,OUT035,2660.8423
FDJ50,OUT010,33.29
DRL60,OUT013,2388.46
NCJ54,OUT049,3529.1218
FDX59,OUT017,232.96346
FDI07,OUT013,3227.8555
DRF51,OUT010,33.29
FDM14,OUT017,1737.124
FDP21,OUT045,2743.2734
FDE40,OUT035,910.52374
FDE05,OUT035,2585.1235
FDM13,OUT027,3955.3386
FDC34,OUT027,3736.8606
NCI55,OUT018,1511.9219
NCE43,OUT018,2091.7678
FDW58,OUT018,1340.1887
FDG60,OUT045,3390.6843
FDV31,OUT017,2701.794
FDR47,OUT013,2671.5122
FDM60,OUT019,33.29
NCF06,OUT018,2991.9028
NCN26,OUT027,2671.7986
FDQ59,OUT049,904.1864
FDF09,OUT046,223.95256
NCS06,OUT017,3734.7158
FDT44,OUT046,1340.8213
FDI19,OUT017,3424.3938
FDT22,OUT017,650.9191
NCF54,OUT027,3890.4749
DRG25,OUT045,2572.24
FDB59,OUT017,2942.0566
FDQ37,OUT017,2274.116
FDP56,OUT035,1041.2229
FDW44,OUT035,2943.6565
FDJ26,OUT010,491.97437
FDU43,OUT018,3260.4353
FDW33,OUT045,1246.2833
NCX53,OUT027,3366.2773
FDN56,OUT010,33.29
DRF15,OUT049,1807.2256
FDO33,OUT017,1597.5128
FDZ39,OUT010,33.29
NCJ19,OUT017,715.80566
FDU01,OUT035,3387.9253
FDT12,OUT035,4220.1187
NCM18,OUT018,698.18634
FDP19,OUT017,1912.9005
NCR42,OUT049,461.38184
FDN10,OUT046,1555.9009
FDG44,OUT017,649.72345
FDQ10,OUT046,2332.85
DRH13,OUT049,1477.1964
FDT52,OUT013,3814.4912
FDM56,OUT045,1411.7222
NCO43,OUT010,33.29
NCV29,OUT035,2938.3687
NCF06,OUT013,4227.191
FDO50,OUT035,1352.6726
FDT59,OUT013,3302.3286
FDX40,OUT027,1093.5034
FDE50,OUT017,3151.8286
FDX51,OUT017,3082.6685
NCD30,OUT018,1208.3689
FDK15,OUT013,1643.1853
FDL12,OUT045,932.67365
FDK46,OUT017,3951.2122
DRH49,OUT010,33.29
FDQ57,OUT046,1922.3711
FDY59,OUT017,1286.2985
FDO09,OUT018,3561.8506
NCG30,OUT035,1886.4344
FDM09,OUT017,2650.1082
NCN17,OUT027,2276.661
NCS42,OUT013,1268.1501
FDD02,OUT019,33.29
FDE34,OUT013,2894.6401
FDU38,OUT045,2597.1301
FDB33,OUT046,2016.6544
NCJ29,OUT017,1031.1566
FDZ27,OUT035,596.13544
FDI40,OUT013,1353.3163
FDG22,OUT013,675.53595
FDT51,OUT017,1719.7717
FDF20,OUT018,2915.7139
FDV50,OUT035,1603.1667
FDT02,OUT049,33.29
DRC49,OUT017,2050.922
FDF26,OUT049,2416.0144
FDV52,OUT035,2515.4338
FDX59,OUT049,76.153984
FDV25,OUT035,3772.7915
FDW23,OUT027,998.0562
FDE53,OUT018,1344.4683
FDA19,OUT017,1969.4662
FDH22,OUT046,1581.6553
NCO41,OUT013,1000.6826
FDX12,OUT017,3598.355
FDF17,OUT013,3459.541
FDS11,OUT045,3162.7725
FDR51,OUT035,2226.4756
FDT49,OUT010,33.29
FDC56,OUT013,1848.8094
FDR13,OUT027,3152.5168
FDQ60,OUT035,2439.1868
FDN38,OUT049,4043.758
NCL29,OUT013,2031.0579
FDO13,OUT027,4784.061
FDE26,OUT018,1991.9886
FDA31,OUT010,33.29
FDX14,OUT035,850.0506
FDA34,OUT045,2298.7869
FDF26,OUT013,2278.9612
FDE38,OUT045,2294.0051
DRI11,OUT046,1095.983
FDQ60,OUT027,3233.5251
FDL21,OUT027,859.0881
DRC12,OUT027,4659.6055
FDC47,OUT046,3023.3538
FDE57,OUT045,1961.237
FDT14,OUT045,1374.9604
NCZ53,OUT046,2730.4075
FDE28,OUT018,3265.0654
FDR19,OUT035,2535.9746
NCF54,OUT019,33.29
FDZ08,OUT046,1193.6602
NCJ05,OUT018,2034.2031
FDF59,OUT046,1743.4375
NCO05,OUT035,1815.3964
FDW24,OUT018,507.78754
NCX42,OUT018,1802.8389
NCA53,OUT035,884.28894
FDI45,OUT019,33.29
FDG46,OUT046,1804.9175
FDM20,OUT010,469.9681
FDW11,OUT010,33.29
FDX08,OUT035,3089.3083
NCK17,OUT035,734.06506
FDK32,OUT018,1986.126
NCA42,OUT035,2321.0396
DRI01,OUT035,2579.1382
NCL55,OUT049,3802.8506
DRE25,OUT018,1250.1135
FDD14,OUT017,2898.6372
FDB10,OUT046,3076.1743
DRN11,OUT035,2453.4294
FDP38,OUT018,556.9519
NCA30,OUT017,2561.361
FDT15,OUT017,2872.8274
NCP55,OUT018,735.7053
FDF12,OUT035,2481.6274
FDM21,OUT018,3344.1836
FDX56,OUT035,3637.3696
FDF10,OUT017,2222.3157
FDT32,OUT045,2907.118
FDM51,OUT018,1598.2137
NCR50,OUT018,1916.8724
FDI19,OUT049,3453.2078
FDX21,OUT017,1555.1707
FDR31,OUT035,2476.0063
FDY02,OUT013,4086.155
NCA29,OUT045,2283.8506
NCX17,OUT046,3266.2402
FDM12,OUT045,2916.3953
FDI53,OUT027,4223.837
NCU30,OUT049,2634.9993
FDC56,OUT027,3474.0325
FDK27,OUT018,1702.5435
NCK18,OUT017,2417.3975
FDB52,OUT019,186.50989
DRG25,OUT027,4578.747
FDZ13,OUT049,586.55804
FDB57,OUT019,33.29
FDR40,OUT046,1392.8407
NCO14,OUT019,33.29
NCN19,OUT045,2638.9053
FDQ28,OUT019,33.29
FDO13,OUT018,1909.1261
FDK48,OUT013,1142.9231
FDU07,OUT018,2145.415
